text	part of speech
gabbhañca	@sandhi@
sāpateyyañca	@sandhi@
vināsesi	verb
.	@point@

arūpiṃ	adjective
vā	coordinative_conjunciton
hi	emphatic_particle
,	@comma@
ānanda	proper_noun
,	@comma@
anantaṃ	adjective
attānaṃ	noun
na	negation_particle
paññapento	present_active_participle
na	negation_particle
paññapeti	verb
'	@quote@
arūpī	adjective
me	personal_pronoun
ananto	adjective
attā	noun
ti	quotation_particle
.	@point@

'	@quote@
'	@quote@
aparaṃ	adverb
pana	conjunction
,	@comma@
bhante	noun
,	@comma@
etadānuttariyaṃ	@sandhi@
etad	demonstrative_pronoun
ānuttariyaṃ	noun
,	@comma@
yathā	adverb
bhagavā	noun
dhammaṃ	noun
deseti	verb
bhassasamācāre	noun
.	@point@

'	@quote@
'	@quote@
katamā	interrogative_pronoun
pana	conjunction
,	@comma@
bhante	noun
,	@comma@
iddhi	noun
anāsavā	adjective
anupadhikā	adjective
,	@comma@
'	@quote@
ariyā	adjective
ti	quotation_particle
vuccati	verb
.	@point@

ayaṃ	demonstrative_pronoun
tatiyā	ordinal_adjective
viññāṇaṭṭhiti	noun
.	@point@

bhagavato	noun
kho	emphatic_particle
pana	conjunction
sambodhi	noun
magadhesu	proper_noun
.	@point@

etadānuttariyaṃ	@sandhi@
,	@comma@
bhante	noun
,	@comma@
paṭipadāsu	noun
.	@point@

atha	coordinative_conjunciton
kho	emphatic_particle
so	pronoun
sahāyako	noun
sāṇasuttabhāraṃ	noun
chaḍḍetvā	absolutive
sāṇibhāraṃ	noun
ādiyi	verb
.	@point@

ākāsepi	@sandhi@
ākāse	noun
pi	coordinative_conjunciton
pallaṅkena	noun
kamati	verb
,	@comma@
seyyathā	adverb
pi	coordinative_conjunciton
seyyathā	adverb
api	coordinative_conjunciton
pakkhī	noun
sakuṇo	noun
.	@point@

rūpiṃ	adjective
vā	coordinative_conjunciton
hi	emphatic_particle
,	@comma@
ānanda	proper_noun
,	@comma@
anantaṃ	adjective
attānaṃ	noun
na	negation_particle
paññapento	present_active_participle
na	negation_particle
paññapeti	verb
'	@quote@
rūpī	adjective
me	personal_pronoun
ananto	adjective
attā	noun
ti	quotation_particle
.	@point@

atha	coordinative_conjunciton
kho	emphatic_particle
vāseṭṭhabhāradvājā	noun
māṇavā	noun
yena	relative_pronoun
bhagavā	noun
tenupasaṅkamiṃsu	@sandhi@
;	@semicolon@
upasaṅkamitvā	absolutive
bhagavatā	noun
saddhiṃ	adverb
sammodiṃsu	verb
.	@point@

gahetvā	absolutive
rañño	noun
khattiyassa	noun
muddhābhisittassa	past_passive_participle
dassesuṃ	verb
'	@quote@
ayaṃ	demonstrative_pronoun
,	@comma@
deva	noun
,	@comma@
puriso	noun
paresaṃ	adjective
adinnaṃ	past_passive_participle
theyyasaṅkhātaṃ	past_passive_participle
ādiyī	verb
ti	quotation_particle
.	@point@

itiha	emphatic_particle
ambaṭṭho	proper_noun
māṇavo	noun
idaṃ	demonstrative_pronoun
dutiyaṃ	cardinal_adjective
sakyesu	proper_noun
ibbhavādaṃ	noun
nipātesi	verb
.	@point@

atha	coordinative_conjunciton
kho	emphatic_particle
āyasmā	adjective
ānando	proper_noun
yena	relative_pronoun
bhagavā	noun
tena	@sandhi@
upasaṅkami	verb
tena	pronoun
upasaṅkami	verb
,	@comma@
upasaṅkamitvā	absolutive
bhagavantaṃ	noun
abhivādetvā	absolutive
ekaṃ	@sandhi@
antaṃ	noun
ekaṃ	cardinal_adjecitve
antaṃ	noun
nisīdi	verb
.	@point@

ayaṃ	pronoun
tatiyā	ordinal_adjective
ādesanavidhā	noun
.	@point@

tassa	pronoun
oḷārikānaṃ	adjective
kāyasaṅkhārānaṃ	noun
paṭippassaddhiyā	noun
oḷārikānaṃ	adjective
vacīsaṅkhārānaṃ	noun
paṭippassaddhiyā	noun
oḷārikānaṃ	adjective
cittasaṅkhārānaṃ	noun
paṭippassaddhiyā	noun
uppajjati	verb
sukhaṃ	noun
,	@comma@
sukhā	noun
bhiyyo	adverb
somanassaṃ	noun
.	@point@

rājā	noun
,	@comma@
ānanda	proper_noun
,	@comma@
mahāsudassano	proper_noun
imāya	demonstrative_pronoun
dutiyāya	ordinal_adjective
iddhiyā	noun
samannāgato	past_passive_participle
ahosi	verb
.	@point@

idha	preposition
,	@comma@
bho	noun
,	@comma@
bhikkhu	noun
ajjhattaṃ	adverb
kāye	noun
kāyānupassī	adjective
viharati	verb
ātāpī	adjective
sampajāno	adjective
satimā	adjective
vineyya	absolutive
loke	noun
abhijjhādomanassaṃ	noun
.	@point@

neva	@sandhi@
na	negation_particle
eva	emphatic_particle
kho	emphatic_particle
asakkhi	verb
vāseṭṭho	proper_noun
māṇavo	noun
bhāradvājaṃ	proper_noun
māṇavaṃ	noun
saññāpetuṃ	infinitive
,	@comma@
na	negation_particle
pana	conjunction
asakkhi	verb
bhāradvājo	proper_noun
māṇavopi	@sandhi@
vāseṭṭhaṃ	proper_noun
māṇavaṃ	noun
saññāpetuṃ	infinitive
.	@point@

'	@quote@
'	@quote@
atha	coordinative_conjunciton
kho	emphatic_particle
so	pronoun
,	@comma@
kevaṭṭa	proper_noun
,	@comma@
bhikkhu	noun
tathārūpaṃ	adjective
samādhiṃ	noun
samāpajji	verb
,	@comma@
yathāsamāhite	past_passive_participle
citte	noun
devayāniyo	adjective
maggo	noun
pāturahosi	verb
.	@point@

ime	demonstrative_pronoun
kho	emphatic_particle
,	@comma@
vāseṭṭha	proper_noun
,	@comma@
pañca	cardinal_adjecitve
nīvaraṇā	noun
ariyassa	noun
vinaye	noun
āvaraṇātipi	@sandhi@
āvaraṇā	noun
ti	quotation_particle
pi	coordinative_conjunciton
vuccanti	verb
,	@comma@
nīvaraṇātipi	@sandhi@
nīvaraṇā	noun
ti	quotation_particle
pi	coordinative_conjunciton
vuccanti	verb
,	@comma@
onāhanātipi	@sandhi@
onāhanā	noun
ti	quotation_particle
pi	coordinative_conjunciton
vuccanti	verb
,	@comma@
pariyonāhanātipi	@sandhi@
pariyonāhanā	noun
ti	quotation_particle
pi	coordinative_conjunciton
vuccanti	verb
.	@point@

atha	coordinative_conjunciton
,	@comma@
bhante	noun
,	@comma@
brahmā	proper_noun
sanaṅkumāro	noun
oḷārikaṃ	adjective
attabhāvaṃ	noun
abhinimminitvā	absolutive
kumāravaṇṇī	noun
hutvā	absolutive
pañcasikho	adjective
devānaṃ	noun
tāvatiṃsānaṃ	cardinal_adjecitve
pāturahosi	verb
.	@point@

'	@quote@
'	@quote@
'	@quote@
taṇhaṃ	noun
paṭicca	absolutive
pariyesanā	noun
ti	quotation_particle
iti	quotation_particle
kho	emphatic_particle
pana	conjunction
etaṃ	@sandhi@
pana	conjunction
etaṃ	demonstrative_pronoun
vuttaṃ	past_passive_participle
,	@comma@
tadānanda	@sandhi@
tad	pronoun
ānanda	proper_noun
,	@comma@
iminā	demonstrative_pronoun
apetaṃ	past_passive_participle
pariyāyena	noun
veditabbaṃ	future_passive_participle
,	@comma@
yathā	adverb
taṇhaṃ	noun
paṭicca	absolutive
pariyesanā	noun
.	@point@

'	@quote@
'	@quote@
imehi	demonstrative_pronoun
kho	emphatic_particle
,	@comma@
vāseṭṭha	proper_noun
,	@comma@
pañcahi	cardinal_adjecitve
nīvaraṇehi	noun
tevijjā	adjective
brāhmaṇā	noun
āvuṭā	past_passive_participle
nivuṭā	past_passive_participle
onaddhā	past_passive_participle
pariyonaddhā	past_passive_participle
.	@point@

evaṃ	demonstrative_adverb
me	personal_pronoun
sutaṃ	past_participle
ekaṃ	numeral
samayaṃ	noun
bhagavā	noun
kosambiyaṃ	proper_noun
viharati	verb
ghositārāme	proper_noun
.	@point@

tathā	adverb
catutthaṃ	ordinal_adjective
.	@point@

idha	preposition
bho	noun
bhikkhu	noun
chandasamādhippadhānasaṅkhārasamannāgataṃ	past_passive_participle
iddhipādaṃ	noun
bhāveti	verb
.	@point@

ayaṃ	demonstrative_pronoun
paṭhamā	ordinal_adjective
dassanasamāpatti	noun
.	@point@

ayaṃ	demonstrative_pronoun
paṭhamā	ordinal_adjective
ādesanavidhā	noun
.	@point@

buddho	noun
samāno	present_active_participle
idaṃ	demonstrative_pronoun
labhati	verb
etamatthaṃ	@sandhi@
bhagavā	noun
avoca	verb
.	@point@

sace	conjunction
kho	emphatic_particle
pana	conjunction
agārasmā	noun
anagāriyaṃ	noun
pabbajati	verb
,	@comma@
arahaṃ	noun
hoti	verb
sammāsambuddho	noun
loke	noun
vivaṭṭacchado	adjective
.	@point@

atha	coordinative_conjunciton
kho	emphatic_particle
so	pronoun
sahāyako	noun
sajjhabhāraṃ	noun
chaḍḍetvā	absolutive
suvaṇṇabhāraṃ	noun
ādiyi	verb
.	@point@

'	@quote@
'	@quote@
atha	coordinative_conjunciton
kho	emphatic_particle
tesaṃ	personal_pronoun
,	@comma@
bhikkhave	noun
,	@comma@
sattānaṃ	noun
evaṃ	demonstrative_adverb
bhavissati	verb
'	@quote@
mayaṃ	personal_pronoun
kho	emphatic_particle
akusalānaṃ	adjective
dhammānaṃ	noun
samādānahetu	noun
evarūpaṃ	adjective
āyataṃ	past_passive_participle
ñātikkhayaṃ	noun
pattā	past_passive_participle
.	@point@

tattha	adverb
addasa	verb
pahūtaṃ	adjective
sukkhagūthaṃ	noun
chaḍḍitaṃ	past_passive_participle
.	@point@

taṃ	personal_pronoun
devo	noun
pakudhaṃ	proper_noun
kaccāyanaṃ	proper_noun
payirupāsatu	verb
.	@point@

attamanā	adjective
te	personal_pronoun
bhikkhū	noun
bhagavato	noun
bhāsitaṃ	noun
abhinandunti	verb
.	@point@

'	@quote@
'	@quote@
kusāvatī	proper_noun
,	@comma@
ānanda	proper_noun
,	@comma@
rājadhānī	noun
sattahi	numeral
pākārehi	noun
parikkhittā	past_participle
ahosi	verb
.	@point@

udakepi	@sandhi@
abhijjamāne	present_passive_participle
gacchati	verb
,	@comma@
seyyathā	adverb
pi	coordinative_conjunciton
seyyathā	adverb
api	coordinative_conjunciton
pathaviyaṃ	noun
.	@point@

vīriyasamādhippadhānasaṅkhārasamannāgataṃ	past_passive_participle
iddhipādaṃ	noun
bhāveti	verb
.	@point@

bhagavato	noun
kho	emphatic_particle
pana	conjunction
,	@comma@
bhante	noun
,	@comma@
sambodhi	noun
magadhesu	proper_noun
.	@point@

etadānuttariyaṃ	@sandhi@
etad	demonstrative_pronoun
ānuttariyaṃ	noun
,	@comma@
bhante	noun
,	@comma@
bhassasamācāre	noun
.	@point@

idaṃ	demonstrative_pronoun
vuccati	verb
,	@comma@
kevaṭṭa	proper_noun
,	@comma@
anusāsanīpāṭihāriyaṃ	noun
.	@point@

mahāpañño	adjective
hoti	verb
,	@comma@
nāssa	@sandhi@
hoti	verb
koci	indefinite_personal_pronoun
paññāya	noun
sadiso	adjective
vā	coordinative_conjunciton
seṭṭho	adjective
vā	coordinative_conjunciton
kāmabhogīnaṃ	adjective
.	@point@

idha	preposition
,	@comma@
kevaṭṭa	proper_noun
,	@comma@
bhikkhu	noun
anekavihitaṃ	past_passive_participle
iddhividhaṃ	noun
paccanubhoti	verb
.	@point@

tamenaṃ	@sandhi@
manasākaṭato	proper_noun
tāvadeva	@sandhi@
avasaṭaṃ	past_passive_participle
manasākaṭassa	proper_noun
maggaṃ	noun
puccheyyuṃ	verb
.	@point@

attamanā	adjective
te	pronoun
dve	numeral
pabbajitā	noun
bhagavato	noun
bhāsitaṃ	noun
abhinandunti	verb
.	@point@

na	negation_particle
kho	emphatic_particle
,	@comma@
rājañña	noun
,	@comma@
samaṇabrāhmaṇā	noun
sīlavanto	adjective
kalyāṇadhammā	adjective
apakkaṃ	noun
paripācenti	verb
;	@semicolon@
api	coordinative_conjunciton
ca	coordinative_conjunciton
paripākaṃ	noun
āgamenti	verb
.	@point@

evameva	@sandhi@
kho	emphatic_particle
tvaṃ	pronoun
,	@comma@
rājañña	noun
,	@comma@
bālo	adjective
abyatto	adjective
ayoniso	adjective
paralokaṃ	noun
gavesissasi	verb
.	@point@

rūpiṃ	adjective
vā	coordinative_conjunciton
hi	emphatic_particle
,	@comma@
ānanda	proper_noun
,	@comma@
parittaṃ	past_passive_participle
attānaṃ	noun
na	negation_particle
paññapento	present_active_participle
na	negation_particle
paññapeti	verb
'	@quote@
rūpī	adjective
me	personal_pronoun
paritto	adjective
attā	noun
ti	quotation_particle
.	@point@

mahāpañño	adjective
hoti	verb
puthupañño	adjective
hāsapañño	adjective
javanapañño	adjective
tikkhapañño	adjective
nibbedhikapañño	adjective
,	@comma@
nāssa	@sandhi@
na	negation_particle
assa	demonstrative_pronoun
hoti	verb
koci	indefinite_personal_pronoun
paññāya	noun
sadiso	adjective
vā	coordinative_conjunciton
seṭṭho	adjective
vā	coordinative_conjunciton
sabbasattānaṃ	noun
.	@point@

bhavanto	noun
kho	emphatic_particle
pana	conjunction
me	personal_pronoun
saddhāyikā	adjective
paccayikā	adjective
,	@comma@
yaṃ	relative_pronoun
bhavantehi	noun
diṭṭhaṃ	past_passive_participle
,	@comma@
yathā	adverb
sāmaṃ	adverb
diṭṭhaṃ	past_passive_participle
evametaṃ	@sandhi@
evaṃ	demonstrative_adverb
etaṃ	demonstrative_pronoun
bhavissatīti	@sandhi@
bhavissati	verb
iti	quotation_particle
.	@point@

'	@quote@
'	@quote@
iti	quotation_particle
kira	emphatic_particle
,	@comma@
vāseṭṭha	proper_noun
,	@comma@
sapariggahā	adjective
tevijjā	adjective
brāhmaṇā	noun
apariggaho	noun
brahmā	proper_noun
.	@point@

sace	conjunction
tesaṃ	pronoun
bhavataṃ	noun
samaṇabrāhmaṇānaṃ	noun
saccaṃ	adjective
vacanaṃ	noun
,	@comma@
bhavanto	noun
kāyassa	noun
bhedā	noun
paraṃ	adverb
maraṇā	noun
sugatiṃ	noun
saggaṃ	noun
lokaṃ	noun
upapajjissanti	verb
,	@comma@
devānaṃ	noun
tāvatiṃsānaṃ	cardinal_adjecitve
sahabyataṃ	noun
.	@point@

ayaṃ	demonstrative_pronoun
dutiyā	ordinal_adjective
ādesanavidhā	noun
.	@point@

bhagavā	noun
etad	@sandhi@
avoca	verb
etad	demonstrative_pronoun
avoca	verb
.	@point@

evaṃ	demonstrative_adverb
vutte	past_passive_participle
,	@comma@
rājā	noun
māgadho	proper_noun
ajātasattu	proper_noun
vedehiputto	proper_noun
tuṇhī	adjective
ahosi	verb
.	@point@

rājā	noun
samāno	present_active_participle
idaṃ	demonstrative_pronoun
labhati	verb
buddho	noun
samāno	present_active_participle
kiṃ	interrogative_pronoun
labhati	verb
.	@point@

evaṃ	demonstrative_adverb
aniccā	adjective
kho	emphatic_particle
,	@comma@
ānanda	proper_noun
,	@comma@
saṅkhārā	noun
;	@semicolon@
evaṃ	demonstrative_adverb
addhuvā	adjective
kho	emphatic_particle
	@comma@
ānanda	proper_noun
,	@comma@
saṅkhārā	noun
;	@semicolon@
evaṃ	demonstrative_adverb
anassāsikā	adjective
kho	emphatic_particle
,	@comma@
ānanda	proper_noun
,	@comma@
saṅkhārā	noun
.	@point@

buddho	noun
samāno	present_active_participle
idaṃ	demonstrative_pronoun
labhati	verb
etamatthaṃ	@sandhi@
bhagavā	noun
avoca	verb
.	@point@

so	pronoun
tena	pronoun
saddhāpaṭilābhena	noun
samannāgato	past_passive_participle
iti	quotation_particle
paṭisañcikkhati	verb
'	@quote@
sambādho	noun
gharāvāso	noun
rajopatho	noun
,	@comma@
abbhokāso	noun
pabbajjā	noun
.	@point@

asītivassasahassāyukesu	adjective
,	@comma@
bhikkhave	noun
,	@comma@
manussesu	noun
imasmiṃ	demonstrative_pronoun
jambudīpe	proper_noun
caturāsītinagarasahassāni	noun
bhavissanti	verb
ketumatīrājadhānīpamukhāni	adjective
.	@point@

idha	preposition
,	@comma@
bhante	noun
,	@comma@
bhikkhu	noun
sace	conjunction
ākaṅkhati	verb
'	@quote@
paṭikūle	noun
appaṭikūlasaññī	adjective
vihareyya	@sandhi@
nti	@sandhi@
vihareyyaṃ	verb
ti	quotation_particle
,	@comma@
appaṭikūlasaññī	adjective
tattha	preposition
viharati	verb
.	@point@

yattha	preposition
sīlaṃ	noun
tattha	preposition
paññā	noun
,	@comma@
yattha	preposition
paññā	noun
tattha	preposition
sīlaṃ	noun
.	@point@

iti	quotation_particle
kho	emphatic_particle
,	@comma@
ānanda	proper_noun
,	@comma@
ime	demonstrative_pronoun
dve	cardinal_adjecitve
dhammā	noun
dvayena	noun
vedanāya	noun
ekasamosaraṇā	noun
bhavanti	verb
.	@point@

so	pronoun
uggharantaṃ	present_active_participle
paggharantaṃ	present_active_participle
yāva	adverb
agganakhā	noun
gūthena	noun
makkhito	past_passive_participle
gūthabhāraṃ	noun
ādāya	absolutive
agamāsi	verb
.	@point@

natthi	@sandhi@
lohitakāni	adjective
rūpāni	noun
,	@comma@
na	negation_particle
atthi	verb
lohitakānaṃ	adjective
rūpānaṃ	noun
dassāvī	noun
.	@point@

veḷuriyamayassa	adjective
kūṭāgārassa	noun
dvāre	noun
phalikamayo	adjective
tālo	noun
ṭhito	past_passive_participle
ahosi	verb
,	@comma@
tassa	pronoun
phalikamayo	adjective
khandho	noun
,	@comma@
veḷuriyamayāni	adjective
pattāni	noun
ca	coordinative_conjunciton
phalāni	noun
ca	coordinative_conjunciton
.	@point@

'	@quote@
'	@quote@
seyyathā	adverb
pi	coordinative_conjunciton
seyyathā	adverb
pi	coordinative_conjunciton
,	@comma@
vāseṭṭha	proper_noun
,	@comma@
ayaṃ	demonstrative_pronoun
aciravatī	proper_noun
nadī	noun
pūrā	adjective
udakassa	noun
samatittikā	adjective
kākapeyyā	past_passive_participle
.	@point@

taṃ	pronoun
devo	noun
bhagavantaṃ	noun
payirupāsatu	verb
.	@point@

te	pronoun
taṃ	pronoun
purisaṃ	noun
uttānaṃ	adjective
nipātenti	verb
.	@point@

sace	conjunction
ākaṅkhati	verb
'	@quote@
paṭikūle	noun
ca	coordinative_conjunciton
appaṭikūle	noun
ca	coordinative_conjunciton
appaṭikūlasaññī	adjective
vihareyya	@sandhi@
nti	@sandhi@
,	@comma@
appaṭikūlasaññī	adjective
tattha	preposition
viharati	verb
.	@point@

paropaññāsa	numeral
nātikiyā	proper_noun
paricārakā	noun
abbhatītā	past_passive_participle
kālaṅkatā	past_passive_participle
pañcannaṃ	ordinal_adjective
orambhāgiyānaṃ	adjective
saṃyojanānaṃ	noun
parikkhayā	noun
opapātikā	adjective
tattha	preposition
parinibbāyino	adjective
anāvattidhammā	adjective
tasmā	pronoun
lokā	noun
.	@point@

kusāvatiyā	proper_noun
,	@comma@
ānanda	proper_noun
,	@comma@
rājadhāniyā	noun
catunnaṃ	numeral
vaṇṇānaṃ	adjective
dvārāni	noun
ahesuṃ	verb
.	@point@

sace	conjunction
ākaṅkhati	verb
'	@quote@
paṭikūlañca	@sandhi@
paṭikūlaṃ	noun
ca	coordinative_conjunciton
appaṭikūlañca	@sandhi@
appaṭikūlaṃ	noun
ca	coordinative_conjunciton
tadubhayaṃ	adjective
abhinivajjetvā	absolutive
upekkhako	adjective
vihareyyaṃ	verb
sato	past_passive_participle
sampajāno	adjective
ti	quotation_particle
,	@comma@
upekkhako	adjective
tattha	preposition
viharati	verb
sato	past_passive_participle
sampajāno	adjective
.	@point@

uccāsayanamahāsayanā	noun
paṭivirato	past_passive_participle
hoti	verb
.	@point@

'	@quote@
'	@quote@
seyyathā	adverb
pi	coordinative_conjunciton
seyyathā	adverb
pi	coordinative_conjunciton
,	@comma@
vāseṭṭha	proper_noun
,	@comma@
puriso	noun
evaṃ	demonstrative_adverb
vadeyya	verb
'	@quote@
'	@quote@
ahaṃ	pronoun
yā	relative_personal_pronoun
imasmiṃ	demonstrative_pronoun
janapade	noun
janapadakalyāṇī	noun
,	@comma@
taṃ	personal_pronoun
icchāmi	verb
,	@comma@
taṃ	personal_pronoun
kāmemī	verb
ti	quotation_particle
.	@point@

'	@quote@
'	@quote@
dvattiṃsimāni	cardinal_adjecitve
,	@comma@
bhikkhave	noun
,	@comma@
mahāpurisassa	noun
mahāpurisalakkhaṇāni	noun
,	@comma@
yehi	relative_pronoun
samannāgatassa	past_passive_participle
mahāpurisassa	noun
dveva	@sandhi@
dvi	cardinal_adjecitve
eva	emphatic_particle
gatiyo	noun
bhavanti	verb
anaññā	adjective
.	@point@

nevāhaṃ	@sandhi@
aggiṃ	noun
adhigacchiṃ	verb
.	@point@

sammodanīyaṃ	adjective
kathaṃ	interrogative_adverb
sāraṇīyaṃ	adjective
vītisāretvā	absolutive
ekaṃ	cardinal_adjective
antaṃ	noun
aṭṭhaṃsu	verb
.	@point@

yathāparisaṃ	adverb
kho	emphatic_particle
pana	conjunction
,	@comma@
bhante	noun
,	@comma@
brahmā	proper_noun
sanaṅkumāro	noun
sarena	noun
viññāpeti	verb
;	@semicolon@
na	negation_particle
ca	coordinative_conjunciton
assa	demonstrative_pronoun
bahiddhā	adverb
parisāya	noun
ghoso	noun
niccharati	verb
.	@point@

ayaṃ	demonstrative_pronoun
paṭhamo	ordinal_adjective
sassatavādo	noun
.	@point@

so	pronoun
vehāsaṃ	noun
abbhuggantvā	absolutive
ākāse	noun
antalikkhe	noun
pallaṅkena	noun
nisīdi	verb
.	@point@

'	@quote@
'	@quote@
atha	coordinative_conjunciton
kho	emphatic_particle
so	pronoun
,	@comma@
kevaṭṭa	proper_noun
,	@comma@
bhikkhu	noun
tathārūpaṃ	adjective
samādhiṃ	noun
samāpajji	verb
,	@comma@
yathāsamāhite	past_passive_participle
citte	noun
brahmayāniyo	adjective
maggo	noun
pāturahosi	verb
.	@point@

so	pronoun
taṃ	pronoun
dhammaṃ	noun
sutvā	absolutive
tathāgate	noun
saddhaṃ	noun
paṭilabhati	verb
.	@point@

te	pronoun
me	pronoun
'	@quote@
sādhū	@sandhi@
ti	quotation_particle
paṭissutvā	absolutive
neva	@sandhi@
āgantvā	absolutive
ārocenti	verb
,	@comma@
na	negation_particle
pana	conjunction
dūtaṃ	noun
