'	@quote@							
'	@quote@							
saddhaṃ	noun	accusative	singular	feminine				
paṭilabhati	verb		singular		third person	present	indicative	active
.	@point@							
So	personal pronoun	nominative	singular	masculine	third person			
tena	pronoun	nominative	singular					
saddhāpaṭilābhena	noun	instrumental	singular	masculine				
samannāgato	past participle	nominative	singular	masculine				
iti	quotation participle							
paṭisañcikkhati	verb		singular		third person	present	indicative	active
'	@quote@							
sambādho	noun	nominative	singular	masculine				
gharāvāso	noun	nominative	singular	masculine				
rajopatho	noun	nominative	singular	masculine				
,	@comma@							
abbhokāso	noun	nominative	singular	masculine				
pabbajjā	noun	nominative	singular	feminine				
.	@point@							
Naccagītavāditavisūkadassanā	noun	ablative	singular	neuter				
paṭivirato	past participle	nominative	singular	masculine				
hoti	verb		singular		third person	present	indicative	active
.	@point@							
Mālāgandhavilepanadhāraṇamaṇḍanavibhūsanaṭṭhānā	noun	ablative	singular	neuter				
paṭivirato	past participle	nominative	singular	masculine				
hoti	verb		singular		third person	present	indicative	active
.	@point@							
Uccāsayanamahāsayanā	noun	ablative	singular	neuter				
paṭivirato	past participle	nominative	singular	masculine				
hoti	verb		singular		third person	present	indicative	active
.	@point@							
Upāsakaṃ	noun	accusative	singular	masculine				
maṃ	personal pronoun	accusative	singular	masculine				
bhagavā	noun	vocative	singular	masculine				
dhāretu	verb		singular		third person	present	imperative	active
ajjatagge	adverb							
pāṇupetaṃ	past participle	accusative	singular	neuter				
saraṇaṃ	noun	accusative	singular	neuter				
gataṃ	past participle	accusative	singular	masculine				
.	@point@							
Evaṃ	demonstrative adverb							
me	personal pronoun	instrumental	singular	masculine				
sutaṃ	past participle	nominative	singular	neuter				
ekaṃ	numeral	accusative	singular	masculine				
samayaṃ	noun	accusative	singular	masculine				
bhagavā	noun	nominative	singular	masculine				
kosambiyaṃ	proper noun	locative	singular	feminine				
viharati	verb		singular		third person	present	indicative	active
ghositārāme	proper noun	locative	singular	masculine				
.	@point@							
Adhivāsesi	verb		singular		third person	aorist	indicative	active
bhagavā	noun	nominative	singular	masculine				
tuṇhībhāvena	noun	instrumental	singular	masculine				
.	@point@							
Upāsakaṃ	noun	accusative	singular	masculine				
maṃ	personal pronoun	accusative	singular		second person			
bhavaṃ	noun	nominative	singular	masculine				
gotamo	proper noun	nominative	singular	masculine				
dhāretu	verb		singular		third person	present	imperative	active
ajjatagge	noun	locative	singular	neuter				
pāṇupetaṃ	past participle	accusative	singular	neuter				
saraṇaṃ	noun	accusative	singular	neuter				
gataṃ	past participle	accusative	singular	masculine				
Adhivāsetu	verb		singular		third person	present	imperative	active
ca	coordinative conjunciton							
me	personal pronoun		singular		second person			
bhavaṃ	noun	nominative	singular	masculine				
gotamo	proper noun	nominative	singular	masculine				
svātanāya	noun	dative	singular	masculine				
bhattaṃ	noun	accusative	singular	neuter				
saddhiṃ	adverb							
bhikkhusaṅghenā	noun	instrumental	singular	masculine				
ti	quotation participle							
.	@point@							
Tassa	pronoun	genitive	singular	neuter				
te	personal pronoun	dative	singular					
mayaṃ	personal pronoun	nominative	plural		first person			
ariyaṃ	adjective	accusative	singular	neuter				
cakkavattivattaṃ	noun	accusative	singular	neuter				
puṭṭhā	past passive participle	nominative	plural	masculine				
byākarissāmā	verb		plural		first person	future	indicative	active
ti	quotation participle							
.	@point@							
Gahetvā	absolutive							
rañño	noun							
khattiyassa	noun	genitive	singular	masculine				
muddhābhisittassa	past passive participle	genitive	singular	masculine				
dassesuṃ	verb		plural		third person	aorist	indicative	active
'	@quote@							
ayaṃ	demonstrative pronoun	nominative	singular	masculine				
,	@comma@							
deva	noun	vocative	singular	masculine				
,	@comma@							
puriso	noun	nominative	singular	masculine				
paresaṃ	adjective	genitive	plural	neuter				
adinnaṃ	past passive participle	accusative	singular	neuter				
theyyasaṅkhātaṃ	past passive participle	accusative	singular	neuter				
ādiyī	verb		singular		third person	aorist	indicative	active
ti	quotation participle							
.	@point@							
Kiṃ	interrogative pronoun	accusative	singular	neuter				
kusalaṃ	noun	accusative	singular	neuter				
kareyyāma	verb		singular		first person	present	optative	active
.	@point@							
Asītivassasahassāyukesu	adjective	locative	plural	masculine				
,	@comma@							
bhikkhave	noun	vocative	plural	masculine				
,	@comma@							
manussesu	noun	locative	plural	masculine				
imasmiṃ	demonstrative pronoun	locative	singular	masculine				
jambudīpe	proper noun	locative	singular	masculine				
caturāsītinagarasahassāni	noun	nominative	plural	neuter				
bhavissanti	verb		plural		third person	future	indicative	active
ketumatīrājadhānīpamukhāni	adjective	nominative	plural	neuter				
.	@point@							
Attamanā	adjective	nominative	plural	masculine				
te	personal pronoun	nominative	plural	masculine				
bhikkhū	noun	nominative	plural	masculine				
bhagavato	noun	genitive	singular	masculine				
bhāsitaṃ	noun	accusative	singular	neuter				
abhinandunti	verb		plural		third person	present	indicative	active
.	@point@							
Ayaṃ	demonstrative pronoun	nominative	singular	feminine				
paṭhamā	ordinal adjective	nominative	singular	feminine				
ādesanavidhā	noun	nominative	singular	feminine				
.	@point@							
Ayaṃ	demonstrative pronoun	nominative	singular	feminine				
dutiyā	ordinal adjective	nominative	singular	feminine				
ādesanavidhā	noun	nominative	singular	feminine				
.	@point@							
Ayaṃ	pronoun	nominative	singular	feminine				
tatiyā	ordinal adjective	nominative	singular	feminine				
ādesanavidhā	noun	nominative	singular	feminine				
.	@point@							
Ayaṃ	demonstrative pronoun	nominative	singular	feminine				
paṭhamā	ordinal adjective	nominative	singular	feminine				
dassanasamāpatti	noun	nominative	singular	feminine				
.	@point@							
Atikkamma	absolutive							
ca	coordinative conjunciton							
purisassa	noun	genitive	singular	masculine				
chavimaṃsalohitaṃ	noun	accusative	singular	neuter				
aṭṭhiṃ	noun	accusative	singular	neuter				
paccavekkhati	verb		singular		third person	present	indicative	active
.	@point@							
Ayaṃ	demonstrative pronoun	nominative	singular	feminine				
dutiyā	ordinal adjective	nominative	singular	feminine				
dassanasamāpatti	noun	nominative	singular	feminine				
.	@point@							
Purisassa	noun	genitive	singular	masculine				
ca	coordinative conjunciton							
viññāṇasotaṃ	noun	accusative	singular	neuter				
pajānāti	verb		singular		third person	present	indicative	active
,	@comma@							
ubhayato	adjective							
abbocchinnaṃ	past passive participle	accusative	singular	neuter				
idha	adverb							
loke	noun	locative	singular	masculine				
patiṭṭhitañca	@sandhi@							
patiṭṭhitaṃ	past passive participle	accusative	singular	neuter				
ca	coordinative conjunciton							
paraloke	noun	locative	singular	masculine				
patiṭṭhitañca	@sandhi@							
patiṭṭhitaṃ	past passive participle	accusative	singular	neuter				
ca	coordinative conjunciton							
.	@point@							
etad	demonstrative pronoun	nominative	singular	neuter				
ānuttariyaṃ	noun	nominative	singular	neuter				
Ayaṃ	demonstrative pronoun	nominative	singular	feminine				
tatiyā	ordinal adjective	nominative	singular	feminine				
dassanasamāpatti	noun	nominative	singular	feminine				
.	@point@							
Atikkamma	absolutive							
ca	coordinative conjunciton							
purisassa	noun	genitive	singular	masculine				
chavimaṃsalohitaṃ	noun	accusative	singular	neuter				
aṭṭhiṃ	noun	accusative	singular	neuter				
paccavekkhati	verb		singular		third person	present	indicative	active
.	@point@							
etadānuttariyaṃ	@sandhi@							
,	@comma@							
bhante	noun	vocative	singular	masculine				
,	@comma@							
paṭipadāsu	noun	locative	plural	feminine				
.	@point@							
etad	demonstrative pronoun	nominative	singular	neuter				
ānuttariyaṃ	noun	nominative	singular	neuter				
Te	personal pronoun	nominative	plural	masculine	third person			
ca	coordinative conjunciton							
sattā	noun	nominative	plural	masculine				
sandhāvanti	verb		plural		third person	present	indicative	active
saṃsaranti	verb		plural		third person	present	indicative	active
cavanti	verb		plural		third person	present	indicative	active
upapajjanti	verb		plural		third person	present	indicative	active
,	@comma@							
atthitveva	@sandhi@							
sassatisama	@sandhi@							
nti	@sandhi@							
.	@point@							
seyyathā	adverb							
api	coordinative conjunciton							
Ayaṃ	demonstrative pronoun	nominative	singular	masculine				
paṭhamo	ordinal adjective	nominative	singular	masculine				
sassatavādo	noun	nominative	singular	masculine				
.	@point@							
Pathaviyāpi	@sandhi@							
pathaviyā	noun	locative	singular	feminine				
api	coordinative conjunciton							
ummujjanimujjaṃ	noun	accusative	singular	neuter				
karoti	verb		singular		third person	present	indicative	active
,	@comma@							
seyyathāpi	@sandhi@							
udake	noun	locative	singular	neuter				
.	@point@							
udake	noun	locative	singular	neuter				
pi	coordinative conjunciton							
Udakepi	@sandhi@							
abhijjamāne	present passive participle	locative	singular	neuter				
gacchati	verb		singular		third person	present	indicative	active
,	@comma@							
seyyathāpi	@sandhi@							
seyyathā	adverb							
api	coordinative conjunciton							
pathaviyaṃ	noun	locative	singular	feminine				
.	@point@							
Ākāsepi	@sandhi@							
Ākāse	noun	locative	singular	masculine				
pi	coordinative conjunciton							
pallaṅkena	noun	instrumental	singular	masculine				
kamati	verb		singular		third person	present	indicative	active
,	@comma@							
seyyathāpi	@sandhi@							
seyyathā	adverb							
api	coordinative conjunciton							
pakkhī	noun	nominative	singular	masculine				
sakuṇo	noun	nominative	singular	masculine				
.	@point@							
vihareyyaṃ	verb		singular		third person	present	indicative	active
ti	quotation participle							
Idha	adverb							
,	@comma@							
bhante	noun	vocative	singular	masculine				
,	@comma@							
bhikkhu	noun	nominative	singular	masculine				
sace	conditional particle?							
ākaṅkhati	verb		singular		third person	present	indicative	active
'	@quote@							
paṭikūle	noun	locative	singular					
appaṭikūlasaññī	adjective	nominative	singular	masculine				
vihareyya	@sandhi@							
nti	@sandhi@							
vihareyyaṃ	verb		singular		first person	present	optative	active
ti	quotation participle							
,	@comma@							
appaṭikūlasaññī	adjective	nominative	singular	masculine				
tattha	adverb							
viharati	verb		singular		third person	present	indicative	active
.	@point@							
Bhāradvājo	proper noun	nominative	singular	masculine				
pi	coordinative conjunciton							
ayaṃ	demonstrative pronoun	nominative	singular	masculine				
eva	emphatic particle							
ayaṃ	demonstrative pronoun	nominative	singular	masculine				
añjasāyano	noun	nominative	singular	masculine				
māṇavo	noun	nominative	singular	masculine				
pi	coordinative conjunciton							
tena	pronoun	nominative	singular					
upasaṅkamiṃsu	verb		plural		third person	aorist	indicative	active
Atha	coordinative conjunciton							
kho	emphatic particle							
vāseṭṭhabhāradvājā	noun	nominative	plural	masculine				
māṇavā	noun	nominative	plural	masculine				
yena	relative pronoun	instrumental	singular	neuter				
bhagavā	noun	nominative	singular	masculine				
tenupasaṅkamiṃsu	@sandhi@							
;	@semicolon@							
upasaṅkamitvā	absolutive							
bhagavatā	noun	instrumental	singular	masculine				
saddhiṃ	adverb							
sammodiṃsu	verb		singular		third person	aorist	indicative	active
.	@point@							
'	@quote@							
'	@quote@							
Seyyathāpi	@sandhi@							
Seyyathā	adverb							
pi	coordinative conjunciton							
,	@comma@							
vāseṭṭha	proper noun	vocative	singular	masculine				
,	@comma@							
puriso	noun	nominative	singular	masculine				
evaṃ	adverb							
vadeyya	verb		singular		third person	present	optative	active
'	@quote@							
'	@quote@							
ahaṃ	personal pronoun	nominative	singular		first person			
yā	relative personal pronoun	nominative	singular	feminine				
imasmiṃ	demonstrative pronoun	locative	singular	masculine				
janapade	noun	locative	singular	masculine				
janapadakalyāṇī	noun	nominative	singular	feminine				
,	@comma@							
taṃ	personal pronoun	accusative	singular	feminine				
icchāmi	verb		singular		third person	present	indicative	active
,	@comma@							
taṃ	personal pronoun	accusative	singular	feminine				
kāmemī	verb		singular		third person	present	indicative	active
ti	quotation participle							
.	@point@							
Cakkhuviññeyyā	future passive participle	nominative	plural	masculine				
rūpā	adjective	nominative	plural	masculine				
iṭṭhā	past passive participle	nominative	plural	masculine				
kantā	past passive participle	nominative	plural	masculine				
manāpā	adjective	nominative	plural	masculine				
piyarūpā	adjective	nominative	plural	masculine				
kāmūpasaṃhitā	past active participle	nominative	plural	masculine				
rajanīyā	noun	nominative	plural	masculine				
.	@point@							
'	@quote@							
'	@quote@							
Seyyathāpi	@sandhi@							
seyyathā	adverb							
pi	coordinative conjunciton							
,	@comma@							
vāseṭṭha	noun	vocative	singular	masculine				
,	@comma@							
ayaṃ	demonstrative pronoun	nominative	singular	feminine				
aciravatī	proper noun	nominative	singular	feminine				
nadī	noun	nominative	singular	feminine				
pūrā	adjective	nominative	singular	feminine				
udakassa	noun	genitive	singular	neuter				
samatittikā	adjective	nominative	singular	feminine				
kākapeyyā	past passive participle	nominative	singular	feminine				
.	@point@							
Ime	demonstrative pronoun	nominative	plural	masculine				
kho	emphatic particle							
,	@comma@							
vāseṭṭha	proper noun	vocative	singular	masculine				
,	@comma@							
pañca	cardinal adjecitve	nominative	plural	masculine				
nīvaraṇā	noun	nominative	plural	masculine				
ariyassa	noun	genitive	singular	masculine				
vinaye	noun	locative	singular	masculine				
āvaraṇātipi	@sandhi@							
āvaraṇā	noun	nominative	plural	masculine				
ti	quotation participle							
pi	coordinative conjunciton							
vuccanti	verb		plural		third person	present	indicative	passive
,	@comma@							
nīvaraṇātipi	@sandhi@							
nīvaraṇā	noun	nominative	plural	masculine				
ti	quotation participle							
pi	coordinative conjunciton							
vuccanti	verb		plural		third person	present	indicative	passive
,	@comma@							
onāhanātipi	@sandhi@							
onāhanā	noun	nominative	plural	masculine				
ti	quotation participle							
pi	coordinative conjunciton							
vuccanti	verb		plural		third person	present	indicative	passive
,	@comma@							
pariyonāhanātipi	@sandhi@							
pariyonāhanā	noun	nominative	plural	masculine				
ti	quotation participle							
pi	coordinative conjunciton							
vuccanti	verb		plural		third person	present	indicative	passive
.	@point@							
'	@quote@							
'	@quote@							
Imehi	demonstrative pronoun	instrumental	plural	masculine				
kho	emphatic particle							
,	@comma@							
vāseṭṭha	noun	vocative	singular	masculine				
,	@comma@							
pañcahi	cardinal adjecitve	instrumental	plural	masculine				
nīvaraṇehi	noun	instrumental	plural	masculine				
tevijjā	adjective	nominative	plural	masculine				
brāhmaṇā	noun	nominative	plural	masculine				
āvuṭā	past passive participle	nominative	plural	masculine				
nivuṭā	past passive participle	nominative	plural	masculine				
onaddhā	past passive participle	nominative	plural	masculine				
pariyonaddhā	past passive participle	nominative	plural	masculine				
.	@point@							
'	@quote@							
'	@quote@							
Iti	quotation participle							
kira	emphatic particle							
,	@comma@							
vāseṭṭha	proper noun	vocative	singular	masculine				
,	@comma@							
sapariggahā	adjective	nominative	plural	masculine				
tevijjā	adjective	nominative	plural	masculine				
brāhmaṇā	noun	nominative	plural	masculine				
apariggaho	noun	nominative	singular	masculine				
brahmā	proper noun	nominative	singular	masculine				
.	@point@							
Bhagavā	noun	nominative	singular	masculine				
etadavoca	@sandhi@							
etad	demonstrative pronoun	accusative	singular	neuter				
avoca	verb		singular		third person	aorist	indicative	active
.	@point@							
'	@quote@							
'	@quote@							
Dvattiṃsimāni	cardinal adjecitve	nominative	plural	neuter				
,	@comma@							
bhikkhave	noun	vocative	plural	masculine				
,	@comma@							
mahāpurisassa	noun	genitive	singular	masculine				
mahāpurisalakkhaṇāni	noun	nominative	plural	neuter				
,	@comma@							
yehi	relative pronoun	instrumental	singular	neuter				
samannāgatassa	past passive participle	genitive	singular	masculine				
mahāpurisassa	noun	genitive	singular	masculine				
dveva	@sandhi@							
dvi	cardinal adjecitve	nominative	plural	feminine				
eva	emphatic particle							
gatiyo	noun	nominative	plural	feminine				
bhavanti	verb		plural		third person	present	indicative	active
anaññā	adjective	nominative	plural	feminine				
.	@point@							
Buddho	noun	nominative	singular	masculine				
samāno	noun	nominative	singular	masculine				
idaṃ	demonstrative pronoun							
labhati	verb		singular		third person	present	indicative	active
Etamatthaṃ	@sandhi@							
etaṃ	demonstrative pronoun	accusative	singular	masculine				
atthaṃ	noun	accusative	singular	masculine				
bhagavā	noun	nominative	singular	masculine				
avoca	verb		singular			aorist	indicative	active
.	@point@							
Tatthetaṃ	@sandhi@							
tattha	adverb							
etaṃ	demonstrative pronoun	accusative	singular	neuter				
vuccati	verb		singular		third person	present	indicative	passive
.	@point@							
Mudutalunahatthapādo	adjective	nominative	singular	masculine				
ca	coordinative conjunciton							
hoti	verb		singular		third person	present	indicative	active
jālahatthapādo	adjective	nominative	singular	masculine				
ca	coordinative conjunciton							
.	@point@							
etaṃ	demonstrative pronoun	accusative	singular	masculine				
atthaṃ	noun	accusative	singular	masculine				
Rājā	noun	nominative	singular	masculine				
samāno	present active participle	nominative	singular	masculine				
idaṃ	demonstrative pronoun	accusative	singular	neuter				
labhati	verb		singular		third person	present	indicative	active
buddho	noun	nominative	singular	masculine				
samāno	present active participle	nominative	singular	masculine				
kiṃ	interrogative pronoun	accusative	singular	neuter				
labhati	verb		singular		third person	present	indicative	active
.	@point@							
Yāni	relative pronoun	nominative	plural	neuter				
tāni	pronoun	nominative	plural	neuter				
samaṇārahāni	adjective	nominative	plural	neuter				
samaṇaṅgāni	adjective	nominative	plural	neuter				
samaṇūpabhogāni	adjective	nominative	plural	neuter				
samaṇānucchavikāni	adjective	nominative	plural	neuter				
,	@comma@							
tāni	pronoun	accusative	plural	neuter				
khippaṃ	adverb							
paṭilabhati	verb		singular		third person	present	indicative	active
.	@point@							
Buddho	noun	nominative	singular	masculine				
samāno	present active participle	nominative	singular	masculine				
idaṃ	demonstrative pronoun	accusative	singular	neuter				
labhati	verb		singular			present	indicative	active
Etamatthaṃ	@sandhi@							
bhagavā	noun	nominative	singular	masculine				
avoca	verb		singular		third person	aorist	indicative	active
.	@point@							
Mahāpañño	adjective	nominative	singular	masculine				
hoti	verb		singular		third person	present	indicative	active
,	@comma@							
nāssa	@sandhi@							
hoti	verb		singular		third person	present	indicative	active
koci	interrogative pronoun	nominative	singular	masculine				
paññāya	noun	dative	singular	masculine				
sadiso	adjective	nominative	singular	masculine				
vā	coordinative conjunciton							
seṭṭho	adjective	nominative	singular	masculine				
vā	coordinative conjunciton							
kāmabhogīnaṃ	adjective	nominative	singular	masculine				
.	@point@							
Rājā	noun	nominative	singular	masculine				
samāno	present active participle	nominative	singular	masculine				
idaṃ	demonstrative pronoun	accusative	singular	neuter				
labhati	verb		singular		third person	present	indicative	active
buddho	noun	nominative	singular	masculine				
samāno	present active participle	nominative	singular	masculine				
kiṃ	interrogative pronoun	accusative	singular	neuter				
labhati	verb		singular		third person	present	indicative	active
.	@point@							
etaṃ	demonstrative pronoun	accusative	singular	masculine				
atthaṃ	noun	accusative	singular	masculine				
Rājā	noun	nominative	singular	masculine				
samāno	present active participle	nominative	singular	masculine				
idaṃ	demonstrative pronoun	accusative	singular	neuter				
labhati	verb		singular		third person	present	indicative	active
buddho	noun	nominative	singular	masculine				
samāno	present active participle	nominative	singular	masculine				
kiṃ	interrogative pronoun	accusative	singular	neuter				
labhati	verb		singular		third person	present	indicative	active
.	@point@							
Buddho	noun	nominative	singular	masculine				
samāno	present active participle	nominative	singular	masculine				
idaṃ	demonstrative pronoun	accusative	singular	neuter				
labhati	verb		singular		third person	present	indicative	active
Etamatthaṃ	@sandhi@							
bhagavā	noun	nominative	singular	masculine				
avoca	verb		singular		third person	aorist	indicative	active
.	@point@							
Natthi	@sandhi@							
lohitakāni	adjective	nominative	plural	neuter				
rūpāni	noun	nominative	plural	neuter				
,	@comma@							
natthi	@sandhi@							
lohitakānaṃ	adjective	genitive	plural	neuter				
rūpānaṃ	noun	genitive	plural	neuter				
dassāvī	noun	nominative	singular	masculine				
.	@point@							
ca	coordinative conjunciton							
eva	emphatic particle							
jīvitaṃ	noun	accusative	singular	neuter				
ca	coordinative conjunciton							
gabbhaṃ	noun	accusative	singular	masculine				
ca	coordinative conjunciton							
sāpateyyaṃ	noun	accusative	singular	neuter				
ca	coordinative conjunciton							
Sā	personal pronoun	nominative	singular	feminine	third person			
attānaṃ	noun	accusative	singular	masculine				
ceva	@sandhi@							
jīvitañca	@sandhi@							
gabbhañca	@sandhi@							
sāpateyyañca	@sandhi@							
vināsesi	verb		singular		third person	aorist	indicative	active
.	@point@							
Te	pronoun	nominative	plural	masculine				
taṃ	pronoun	accusative	singular	masculine				
purisaṃ	noun	accusative	singular	masculine				
uttānaṃ	adjective	accusative	singular	masculine				
nipātenti	verb		plural		third person	present	indicative	active
.	@point@							
Te	personal pronoun	nominative	plural	masculine				
taṃ	personal pronoun	accusative	singular	masculine				
purisaṃ	noun	accusative	singular	masculine				
odhunanti	verb		plural		third person	present	indicative	active
sandhunanti	verb		plural		third person	present	indicative	active
niddhunanti	verb		plural		third person	present	indicative	active
.	@point@							
Yaṃnūnāhaṃ	@sandhi@							
aggiṃ	noun	accusative	singular	masculine				
nibbattetvā	absolutive							
aggiṃ	noun	accusative	singular	masculine				
paricareyya	@sandhi@							
nti	@sandhi@							
.	@point@							
Nevāhaṃ	@sandhi@							
aggiṃ	noun	accusative	singular	masculine				
adhigacchiṃ	verb		singular		first person	aorist	indicative	active
.	@point@							
Evameva	@sandhi@							
kho	emphatic particle							
tvaṃ	personal pronoun	nominative	singular	masculine				
,	@comma@							
rājañña	noun	vocative	singular	masculine				
,	@comma@							
bālo	adjective	nominative	singular	masculine				
abyatto	adjective	nominative	singular	masculine				
ayoniso	adjective	nominative	singular	masculine				
paralokaṃ	noun	accusative	singular	masculine				
gavesissasi	verb		singular		second person	future	indicative	active
.	@point@							
Tattha	adverb							
addasa	verb		singular		third person	aorist	indicative	active
pahūtaṃ	adjective	accusative	singular	masculine				
sukkhagūthaṃ	noun	accusative	singular	masculine				
chaḍḍitaṃ	past passive participle	accusative	singular	masculine				
.	@point@							
Atha	coordinative conjunciton							
kho	emphatic particle							
so	personal pronoun	nominative	singular	masculine				
sahāyako	noun	nominative	singular	masculine				
sāṇasuttabhāraṃ	noun	accusative	singular	masculine				
chaḍḍetvā	absolutive							
sāṇibhāraṃ	noun	accusative	singular	masculine				
ādiyi	verb		singular		third person	aorist	indicative	active
.	@point@							
Atha	coordinative conjunciton							
kho	emphatic particle							
āyasmā	adjective							
ānando	proper noun							
yena	relative pronoun	instrumental	singular	neuter				
bhagavā	noun	nominative	singular	masculine				
tenupasaṅkami	@sandhi@							
tena	pronoun	nominative	singular					
upasaṅkami	verb		singular		third person	aorist	indicative	active
,	@comma@							
upasaṅkamitvā	absolutive							
bhagavantaṃ	noun	accusative	singular	masculine				
abhivādetvā	absolutive							
ekamantaṃ	@sandhi@							
ekaṃ	cardinal adjecitve							
antaṃ	noun	accusative	singular	masculine				
nisīdi	verb		singular		third person	aorist	indicative	active
.	@point@							
Gambhīro	adjective	nominative	singular	masculine				
cāyaṃ	@sandhi@							
ca	coordinative conjunciton							
ayaṃ	demonstrative pronoun	nominative	singular	masculine				
,	@comma@							
ānanda	proper noun	vocative	singular	masculine				
,	@comma@							
paṭiccasamuppādo	noun	nominative	singular	masculine				
gambhīrāvabhāso	noun	nominative	singular	masculine				
ca	coordinative conjunciton							
.	@point@							
Iti	quotation participle							
kho	emphatic particle							
,	@comma@							
ānanda	proper noun	vocative	singular	masculine				
,	@comma@							
ime	demonstrative pronoun	nominative	plural	masculine				
dve	cardinal adjecitve	nominative	plural	masculine				
dhammā	noun	nominative	plural	masculine				
dvayena	noun	instrumental	singular	neuter				
vedanāya	noun	locative	singular	feminine				
ekasamosaraṇā	noun	nominative	plural	masculine				
bhavanti	verb		plural		third person	present	indicative	active
.	@point@							
Ettāvatā	adverb							
kho	emphatic particle							
,	@comma@							
ānanda	proper noun	vocative	singular	masculine				
,	@comma@							
jāyetha	verb		singular		third person	present	optative	passive
vā	coordinative conjunciton							
jīyetha	verb		singular		third person	present	optative	passive
vā	coordinative conjunciton							
mīyetha	verb		singular		third person	present	optative	passive
vā	coordinative conjunciton							
cavetha	verb		singular		third person	present	optative	passive
vā	coordinative conjunciton							
upapajjetha	verb							
