.	@point@
text	part of speech

Ayaṃ	demonstrative pronoun
paṭhamā	ordinal adjective
dassanasamāpatti	noun
.	@point@
text	part of speech

Atikkamma	absolutive
ca	coordinative conjunciton
purisassa	noun
chavimaṃsalohitaṃ	noun
aṭṭhiṃ	noun
paccavekkhati	verb
.	@point@
text	part of speech

Ayaṃ	demonstrative pronoun
dutiyā	ordinal adjective
dassanasamāpatti	noun
.	@point@
text	part of speech

Purisassa	noun
ca	coordinative conjunciton
viññāṇasotaṃ	noun
pajānāti	verb
,	@comma@
ubhayato	adjective
abbocchinnaṃ	past passive participle
idha	adverb
loke	noun
patiṭṭhitañca	@sandhi@
patiṭṭhitaṃ	past passive participle
ca	coordinative conjunciton
paraloke	noun
patiṭṭhitañca	@sandhi@
patiṭṭhitaṃ	past passive participle
ca	coordinative conjunciton
.	@point@
text	part of speech

etad	demonstrative pronoun
ānuttariyaṃ	noun
text	part of speech

Ayaṃ	demonstrative pronoun
tatiyā	ordinal adjective
dassanasamāpatti	noun
.	@point@
text	part of speech

Atikkamma	absolutive
ca	coordinative conjunciton
purisassa	noun
chavimaṃsalohitaṃ	noun
aṭṭhiṃ	noun
paccavekkhati	verb
.	@point@
text	part of speech

etadānuttariyaṃ	@sandhi@
,	@comma@
bhante	noun
,	@comma@
paṭipadāsu	noun
.	@point@
text	part of speech

etad	demonstrative pronoun
ānuttariyaṃ	noun
text	part of speech

Te	personal pronoun
ca	coordinative conjunciton
sattā	noun
sandhāvanti	verb
saṃsaranti	verb
cavanti	verb
upapajjanti	verb
,	@comma@
atthitveva	@sandhi@
sassatisama	@sandhi@
nti	@sandhi@
.	@point@
text	part of speech

seyyathā	adverb
api	coordinative conjunciton
text	part of speech

Ayaṃ	demonstrative pronoun
paṭhamo	ordinal adjective
sassatavādo	noun
.	@point@
text	part of speech

Pathaviyāpi	@sandhi@
pathaviyā	noun
api	coordinative conjunciton
ummujjanimujjaṃ	noun
karoti	verb
,	@comma@
seyyathāpi	@sandhi@
udake	noun
.	@point@
text	part of speech

udake	noun
pi	coordinative conjunciton
text	part of speech

Udakepi	@sandhi@
abhijjamāne	present passive participle
gacchati	verb
,	@comma@
seyyathāpi	@sandhi@
seyyathā	adverb
api	coordinative conjunciton
pathaviyaṃ	noun
.	@point@
text	part of speech

Ākāsepi	@sandhi@
Ākāse	noun
pi	coordinative conjunciton
pallaṅkena	noun
kamati	verb
,	@comma@
seyyathāpi	@sandhi@
seyyathā	adverb
api	coordinative conjunciton
pakkhī	noun
sakuṇo	noun
.	@point@
text	part of speech

vihareyyaṃ	verb
ti	quotation participle
text	part of speech

Idha	adverb
,	@comma@
bhante	noun
,	@comma@
bhikkhu	noun
sace	conditional particle?
ākaṅkhati	verb
'	@quote@
paṭikūle	noun
appaṭikūlasaññī	adjective
vihareyya	@sandhi@
nti	@sandhi@
vihareyyaṃ	verb
ti	quotation participle
,	@comma@
appaṭikūlasaññī	adjective
tattha	adverb
viharati	verb
.	@point@
text	part of speech

Bhāradvājo	proper noun
pi	coordinative conjunciton
ayaṃ	demonstrative pronoun
eva	emphatic particle
ayaṃ	demonstrative pronoun
añjasāyano	noun
māṇavo	noun
pi	coordinative conjunciton
tena	pronoun
upasaṅkamiṃsu	verb
text	part of speech

Atha	coordinative conjunciton
kho	emphatic particle
vāseṭṭhabhāradvājā	noun
māṇavā	noun
yena	relative pronoun
bhagavā	noun
tenupasaṅkamiṃsu	@sandhi@
;	@semicolon@
upasaṅkamitvā	absolutive
bhagavatā	noun
saddhiṃ	adverb
sammodiṃsu	verb
.	@point@
text	part of speech

'	@quote@
'	@quote@
Seyyathāpi	@sandhi@
Seyyathā	adverb
pi	coordinative conjunciton
,	@comma@
vāseṭṭha	proper noun
,	@comma@
puriso	noun
evaṃ	adverb
vadeyya	verb
'	@quote@
'	@quote@
ahaṃ	personal pronoun
yā	relative personal pronoun
imasmiṃ	demonstrative pronoun
janapade	noun
janapadakalyāṇī	noun
,	@comma@
taṃ	personal pronoun
icchāmi	verb
,	@comma@
taṃ	personal pronoun
kāmemī	verb
ti	quotation participle
.	@point@
text	part of speech

Cakkhuviññeyyā	future passive participle
rūpā	adjective
iṭṭhā	past passive participle
kantā	past passive participle
manāpā	adjective
piyarūpā	adjective
kāmūpasaṃhitā	past active participle
rajanīyā	noun
.	@point@
text	part of speech

'	@quote@
'	@quote@
Seyyathāpi	@sandhi@
seyyathā	adverb
pi	coordinative conjunciton
,	@comma@
vāseṭṭha	noun
,	@comma@
ayaṃ	demonstrative pronoun
aciravatī	proper noun
nadī	noun
pūrā	adjective
udakassa	noun
samatittikā	adjective
kākapeyyā	past passive participle
.	@point@
text	part of speech

Ime	demonstrative pronoun
kho	emphatic particle
,	@comma@
vāseṭṭha	proper noun
,	@comma@
pañca	cardinal adjecitve
nīvaraṇā	noun
ariyassa	noun
vinaye	noun
āvaraṇātipi	@sandhi@
āvaraṇā	noun
ti	quotation participle
pi	coordinative conjunciton
vuccanti	verb
,	@comma@
nīvaraṇātipi	@sandhi@
nīvaraṇā	noun
ti	quotation participle
pi	coordinative conjunciton
vuccanti	verb
,	@comma@
onāhanātipi	@sandhi@
onāhanā	noun
ti	quotation participle
pi	coordinative conjunciton
vuccanti	verb
,	@comma@
pariyonāhanātipi	@sandhi@
pariyonāhanā	noun
ti	quotation participle
pi	coordinative conjunciton
vuccanti	verb
.	@point@
text	part of speech

'	@quote@
'	@quote@
Imehi	demonstrative pronoun
kho	emphatic particle
,	@comma@
vāseṭṭha	noun
,	@comma@
pañcahi	cardinal adjecitve
nīvaraṇehi	noun
tevijjā	adjective
brāhmaṇā	noun
āvuṭā	past passive participle
nivuṭā	past passive participle
onaddhā	past passive participle
pariyonaddhā	past passive participle
.	@point@
text	part of speech

'	@quote@
'	@quote@
Iti	quotation participle
kira	emphatic particle
,	@comma@
vāseṭṭha	proper noun
,	@comma@
sapariggahā	adjective
tevijjā	adjective
brāhmaṇā	noun
apariggaho	noun
brahmā	proper noun
.	@point@
text	part of speech

Bhagavā	noun
etadavoca	@sandhi@
etad	demonstrative pronoun
avoca	verb
.	@point@
text	part of speech

'	@quote@
'	@quote@
Dvattiṃsimāni	cardinal adjecitve
,	@comma@
bhikkhave	noun
,	@comma@
mahāpurisassa	noun
mahāpurisalakkhaṇāni	noun
,	@comma@
yehi	relative pronoun
samannāgatassa	past passive participle
mahāpurisassa	noun
dveva	@sandhi@
dvi	cardinal adjecitve
eva	emphatic particle
gatiyo	noun
bhavanti	verb
anaññā	adjective
.	@point@
text	part of speech

Buddho	noun
samāno	noun
idaṃ	demonstrative pronoun
labhati	verb
Etamatthaṃ	@sandhi@
etaṃ	demonstrative pronoun
atthaṃ	noun
bhagavā	noun
avoca	verb
.	@point@
text	part of speech

Tatthetaṃ	@sandhi@
tattha	adverb
etaṃ	demonstrative pronoun
vuccati	verb
.	@point@
text	part of speech

Mudutalunahatthapādo	adjective
ca	coordinative conjunciton
hoti	verb
jālahatthapādo	adjective
ca	coordinative conjunciton
.	@point@
text	part of speech

etaṃ	demonstrative pronoun
atthaṃ	noun
text	part of speech

Rājā	noun
samāno	present active participle
idaṃ	demonstrative pronoun
labhati	verb
buddho	noun
samāno	present active participle
kiṃ	interrogative pronoun
labhati	verb
.	@point@
text	part of speech

Yāni	relative pronoun
tāni	pronoun
samaṇārahāni	adjective
samaṇaṅgāni	adjective
samaṇūpabhogāni	adjective
samaṇānucchavikāni	adjective
,	@comma@
tāni	pronoun
khippaṃ	adverb
paṭilabhati	verb
.	@point@
text	part of speech

Buddho	noun
samāno	present active participle
idaṃ	demonstrative pronoun
labhati	verb
Etamatthaṃ	@sandhi@
bhagavā	noun
avoca	verb
.	@point@
text	part of speech

Mahāpañño	adjective
hoti	verb
,	@comma@
nāssa	@sandhi@
hoti	verb
koci	interrogative pronoun
paññāya	noun
sadiso	adjective
vā	coordinative conjunciton
seṭṭho	adjective
vā	coordinative conjunciton
kāmabhogīnaṃ	adjective
.	@point@
text	part of speech

Rājā	noun
samāno	present active participle
idaṃ	demonstrative pronoun
labhati	verb
buddho	noun
samāno	present active participle
kiṃ	interrogative pronoun
labhati	verb
.	@point@
text	part of speech

etaṃ	demonstrative pronoun
atthaṃ	noun
text	part of speech

Rājā	noun
samāno	present active participle
idaṃ	demonstrative pronoun
labhati	verb
buddho	noun
samāno	present active participle
kiṃ	interrogative pronoun
labhati	verb
.	@point@
text	part of speech

Buddho	noun
samāno	present active participle
idaṃ	demonstrative pronoun
labhati	verb
Etamatthaṃ	@sandhi@
bhagavā	noun
avoca	verb
.	@point@
text	part of speech

Natthi	@sandhi@
lohitakāni	adjective
rūpāni	noun
,	@comma@
natthi	@sandhi@
lohitakānaṃ	adjective
rūpānaṃ	noun
dassāvī	noun
.	@point@
text	part of speech

ca	coordinative conjunciton
eva	emphatic particle
jīvitaṃ	noun
ca	coordinative conjunciton
gabbhaṃ	noun
ca	coordinative conjunciton
sāpateyyaṃ	noun
ca	coordinative conjunciton
text	part of speech

Sā	personal pronoun
attānaṃ	noun
ceva	@sandhi@
jīvitañca	@sandhi@
gabbhañca	@sandhi@
sāpateyyañca	@sandhi@
vināsesi	verb
.	@point@
text	part of speech

Te	pronoun
taṃ	pronoun
purisaṃ	noun
uttānaṃ	adjective
nipātenti	verb
.	@point@
text	part of speech

Te	personal pronoun
taṃ	personal pronoun
purisaṃ	noun
odhunanti	verb
sandhunanti	verb
niddhunanti	verb
.	@point@
text	part of speech

Yaṃnūnāhaṃ	@sandhi@
aggiṃ	noun
nibbattetvā	absolutive
aggiṃ	noun
paricareyya	@sandhi@
nti	@sandhi@
.	@point@
text	part of speech

Nevāhaṃ	@sandhi@
aggiṃ	noun
adhigacchiṃ	verb
.	@point@
text	part of speech

Evameva	@sandhi@
kho	emphatic particle
tvaṃ	personal pronoun
,	@comma@
rājañña	noun
,	@comma@
bālo	adjective
abyatto	adjective
ayoniso	adjective
paralokaṃ	noun
gavesissasi	verb
.	@point@
text	part of speech

Tattha	adverb
addasa	verb
pahūtaṃ	adjective
sukkhagūthaṃ	noun
chaḍḍitaṃ	past passive participle
.	@point@
text	part of speech

Atha	coordinative conjunciton
kho	emphatic particle
so	personal pronoun
sahāyako	noun
sāṇasuttabhāraṃ	noun
chaḍḍetvā	absolutive
sāṇibhāraṃ	noun
ādiyi	verb
.	@point@
text	part of speech

Atha	coordinative conjunciton
kho	emphatic particle
āyasmā	adjective
ānando	proper noun
yena	relative pronoun
bhagavā	noun
tenupasaṅkami	@sandhi@
tena	pronoun
upasaṅkami	verb
,	@comma@
upasaṅkamitvā	absolutive
bhagavantaṃ	noun
abhivādetvā	absolutive
ekamantaṃ	@sandhi@
ekaṃ	cardinal adjecitve
antaṃ	noun
nisīdi	verb
.	@point@
text	part of speech

Gambhīro	adjective
cāyaṃ	@sandhi@
ca	coordinative conjunciton
ayaṃ	demonstrative pronoun
,	@comma@
ānanda	proper noun
,	@comma@
paṭiccasamuppādo	noun
gambhīrāvabhāso	noun
ca	coordinative conjunciton
.	@point@
text	part of speech

Iti	quotation participle
kho	emphatic particle
,	@comma@
ānanda	proper noun
,	@comma@
ime	demonstrative pronoun
dve	cardinal adjecitve
dhammā	noun
dvayena	noun
vedanāya	noun
ekasamosaraṇā	noun
bhavanti	verb
.	@point@
text	part of speech

Ettāvatā	adverb
kho	emphatic particle
,	@comma@
ānanda	proper noun
,	@comma@
jāyetha	verb
vā	coordinative conjunciton
jīyetha	verb
vā	coordinative conjunciton
mīyetha	verb
vā	coordinative conjunciton
cavetha	verb
vā	coordinative conjunciton
upapajjetha	verb
vā	coordinative conjunciton
.	@point@
